categorySlug,playlistId,channelId,rate,views
LANG,PL6Hvozbgsbx7wW2JHehernnEmJklnvVlc,UCqN89hgtELlpvzsbVNUvy7A,1,185031
LANG,PL6Hvozbgsbx6xgxHBY35bHHEEn7hYpa44,UCqN89hgtELlpvzsbVNUvy7A,9,60473
LANG,PL6Hvozbgsbx4Riw3mrYMFOwWszrqyrERO,UCqN89hgtELlpvzsbVNUvy7A,5,132846
LANG,PL6Hvozbgsbx7Lr28L1W_2gvXDp1OG1Qm-,UCqN89hgtELlpvzsbVNUvy7A,2,445612
LANG,PL6Hvozbgsbx5qy4iuBYAIoKW9hDw4LDn-,UCqN89hgtELlpvzsbVNUvy7A,2,474393
LANG,PL6Hvozbgsbx4dtbBFgK0aeJbHYt3gRtNe,UCqN89hgtELlpvzsbVNUvy7A,3,107165
LANG,PL6Hvozbgsbx7xU0S1AQU6aCJBotFZyj4o,UCqN89hgtELlpvzsbVNUvy7A,2,328615
LANG,PL6Hvozbgsbx7wDaHC4BxtK75OS2LB2fVI,UCqN89hgtELlpvzsbVNUvy7A,8,753385
LANG,PLioS_-8erSI1Lc7pQfywogTRYy5XdBfd1,UCSJyGe2H0C9q6QH0-hH04zw,7,407732
LANG,PLxK8JX0gFX40H-j1HPoP9xXguKFJXlkbK,UCh7GCHY16gK7JRnXItqFDmw,5,237723
LANG,PL688B13824DC61470,UCPUcnh4zOQnAL_lsVKl2blQ,1,345794
LANG,PLB32CC51FB6BD4866,UCPUcnh4zOQnAL_lsVKl2blQ,6,661563
LANG,PLVUrUtmGGq2wWMN-mvOJfxOHaWdryXHu-,UCPUcnh4zOQnAL_lsVKl2blQ,1,414274
LANG,PL77BE03ABBFD237AC,UCPUcnh4zOQnAL_lsVKl2blQ,3,136982
LANG,PLFC047CF597A0B511,UCvYgy9xNtl7jeJAdzppgK8g,7,711086
LANG,PLpLRk365gbPaslG6vcDsKjwyoPMDctzw7,UC4cmBAit8i_NJZE8qK8sfpA,8,927976
LANG,PLpLRk365gbPZnk7MF4xX0ZwoTUoOazsT6,UC4cmBAit8i_NJZE8qK8sfpA,6,419789
LANG,PLpLRk365gbPaY0U_9zYYRY5JmStMZ9NSI,UC4cmBAit8i_NJZE8qK8sfpA,8,70412
LANG,PLpLRk365gbPZNsx8twWQ-bAuKOJ3wJ760,UC4cmBAit8i_NJZE8qK8sfpA,5,594768
LANG,PLpLRk365gbPYp6asP_n8ru-D6WWje4mCB,UC4cmBAit8i_NJZE8qK8sfpA,8,704361
LANG,PLpLRk365gbPb1TnZNvDIuXP3tDeIcu8kB,UC4cmBAit8i_NJZE8qK8sfpA,7,215080
LANG,PLpLRk365gbPb1TnZNvDIuXP3tDeIcu8kB,UC4cmBAit8i_NJZE8qK8sfpA,9,348220
LANG,PLaNNx1k0ao1uqeoX7foS0JcHO5TBrBdyu,UCVBErcpqaokOf4fI5j73K_w,6,842964
LANG,PLaNNx1k0ao1v8I2C8DAxXOayC3dG00xtj,UCVBErcpqaokOf4fI5j73K_w,6,62538
LANG,PLaNNx1k0ao1u-x_nKdKNh7cKALzelzXjY,UCVBErcpqaokOf4fI5j73K_w,5,907849
LANG,PLF467B6C12B713A03,UC8pPDhxSn1nee70LRKJ0p3g,6,956880
LANG,PLfQSN9FlyB6RWrQawJdK0i07WGho635Ho,UCEKXieT70wByfvZwP1CxdPQ,6,63055
LANG,PLfQSN9FlyB6TT9yUCjC6QLTMphzLq2Ay0,UCEKXieT70wByfvZwP1CxdPQ,8,558265
LANG,PLXbBYv4UiyEpdVNPLMRVik4nKpk96cMUn,UCzQrtnJLZaH09xyZ1oKNq7Q,5,59832
LANG,PLXbBYv4UiyEoRpzBGDE5txE2cxE4QNPIs,UCzQrtnJLZaH09xyZ1oKNq7Q,8,470609
LANG,PLXbBYv4UiyEqJaFjWsBjja79SRmtwW8L6,UCzQrtnJLZaH09xyZ1oKNq7Q,3,22478
LANG,PLrqHrGoMJdTScE0pL8EiEM1ZcfTWvwJFD,UCvn_XCl_mgQmt3sD753zdJA,3,87665
INTE,PLJicmE8fK0EiRDlaTkXxb0_zSf68K5mK_,UCsooa4yRKGN_zEE8iknghZA,5,242490
INTE,PLJicmE8fK0EgI__8e2HP-EZDJuvIF3RsT,UCsooa4yRKGN_zEE8iknghZA,2,509769
INTE,PLOGi5-fAu8bFgv-Wiz8pfnQEHJNhyYusf,UCAuUUnT6oDeKwE6v1NGQxug,1,443711
INTE,PL7310EA63BB14C26C,UCuXnKeesX_QALxTBfg17lSQ,1,372932
INTE,PLzH6n4zXuckrOPXf9THuMOKnXnUJ55xw5,UC9-y-6csu5WGm29I7JiwpnA,7,412885
INTE,PLzH6n4zXuckrPkEUK5iMQrQyvj9Z6WCrm,UC9-y-6csu5WGm29I7JiwpnA,5,696627
INTE,PLzH6n4zXuckrEzV0CB1xXbSdsP_a7VUoK,UC9-y-6csu5WGm29I7JiwpnA,2,923717
INTE,PLzH6n4zXuckpIQPv8hiHpJkSyv0fmXEYr,UC9-y-6csu5WGm29I7JiwpnA,4,94968
INTE,PLzH6n4zXuckr_brLgi8SlrLzoprSApFrG,UC9-y-6csu5WGm29I7JiwpnA,4,602544
INTE,PLzH6n4zXuckpXGbML1y7pHxCkMRYYoG-c,UC9-y-6csu5WGm29I7JiwpnA,8,75856
HLTH,PLJicmE8fK0EihspOYDP20Aody8zonQVEY,UCsooa4yRKGN_zEE8iknghZA,7,360457
HLTH,PLJicmE8fK0Ei7nZRhCz2zjNgt-NYPUk1a,UCsooa4yRKGN_zEE8iknghZA,2,991930
HLTH,PLOGi5-fAu8bGfHYWFOpfTY3tgakV8D-HZ,UCAuUUnT6oDeKwE6v1NGQxug,4,869661
HLTH,PLOGi5-fAu8bGef9WhnR7R59IfKuREXZiL,UCAuUUnT6oDeKwE6v1NGQxug,1,820778
HLTH,PLBD4F3C4C945ACCB6,UCvYgy9xNtl7jeJAdzppgK8g,4,836397
HLTH,PL5lPziO_t_Vjq5bzvW1HrEE3gnnySBn5w,UCiP6wD_tYlYLYh3agzbByWQ,3,857179
HLTH,PL5lPziO_t_VhxjTwTatvKIL6eYtynKXnQ,UCiP6wD_tYlYLYh3agzbByWQ,9,415163
HLTH,PL5lPziO_t_VgdnI02Bi4XDlJTphcuX6dW,UCiP6wD_tYlYLYh3agzbByWQ,5,950825
HLTH,PL5lPziO_t_VgzkYXnOH3yCqFf8nGdMthk,UCiP6wD_tYlYLYh3agzbByWQ,4,848865
HLTH,PL5lPziO_t_VgbyNGxl8d7Pio3tdwMXp-c,UCiP6wD_tYlYLYh3agzbByWQ,9,346718
HLTH,PL5lPziO_t_VhhfkJZgOgAwxYlfzL89q4T,UCiP6wD_tYlYLYh3agzbByWQ,4,715169
ARTS,PLJicmE8fK0Ej26EQOOyY5o0PYLZdnuaMK,UCsooa4yRKGN_zEE8iknghZA,4,662149
PHYS,PLJicmE8fK0EiXEhalfH_ea1IN-gcKY_qt,UCsooa4yRKGN_zEE8iknghZA,4,650614
PHYS,PLJicmE8fK0EgBw0FVYiTACRNRaNAtzK-1,UCsooa4yRKGN_zEE8iknghZA,4,664470
PHYS,PLJicmE8fK0Ejk2MO8WlaGGw7j13_fbc0A,UCsooa4yRKGN_zEE8iknghZA,3,931973
PHYS,PLJicmE8fK0EjGmPGeh_WDu69qAsN-iHVA,UCsooa4yRKGN_zEE8iknghZA,5,510304
PHYS,PLJicmE8fK0EgnWzPUgQ4D1_oLuye0wc2Z,UCsooa4yRKGN_zEE8iknghZA,7,299228
PHYS,PLOGi5-fAu8bFtC_4Y3tIJnD-qIKXF7Dkr,UCAuUUnT6oDeKwE6v1NGQxug,2,846700
PHYS,PL712E709B05086D32,UCUHW94eEFW7hkUMVaZz4eDg,8,976332
PHYS,PL0E2ABD1D84697428,UCUHW94eEFW7hkUMVaZz4eDg,5,865437
PHYS,PLoaVOjvkzQtyKaeLbEOiA5Qf1W9BdZEJL,UCUHW94eEFW7hkUMVaZz4eDg,8,336747
PHYS,PLC30D40E449CB64DD,UCoCHQ_ANSysYcMeUR25v8iQ,7,625240
PHYS,PL7A1F4CF36C085DE1,UCtESv1e7ntJaLJYKIO1FoYw,9,73393
PHYS,PL9eEsN9D48mf4GGDAn1_zr-rmXv_Wmjuz,UCtESv1e7ntJaLJYKIO1FoYw,5,867540
PHYS,PLFjPz_OzQyjOAnkSx5MKQtz0OpummvjH9,UCuXnKeesX_QALxTBfg17lSQ,7,768480
PHYS,PLllVwaZQkS2qK4Z6xBVDRak8an1-kqsgm,UCEik-U3T6u6JA0XiHLbNbOw,8,319351
PHYS,PLllVwaZQkS2rxqMXTH-cdE0LIX9Zi_oS1,UCEik-U3T6u6JA0XiHLbNbOw,1,68267
PHYS,PL7A750281106CD067,UCEik-U3T6u6JA0XiHLbNbOw,8,288999
PHYS,PL43285691048DAD00,UCEik-U3T6u6JA0XiHLbNbOw,8,25275
PHYS,PLllVwaZQkS2rtZG_L7ho89oFsaYL3kUWq,UCEik-U3T6u6JA0XiHLbNbOw,7,85353
PHYS,PLCC2DB523BA8BCB53,UCEik-U3T6u6JA0XiHLbNbOw,8,904363
PHYS,PLFCE4D99C4124A27A,UCEik-U3T6u6JA0XiHLbNbOw,7,481702
PHYS,PL495D7879B0AB8AB7,UCEik-U3T6u6JA0XiHLbNbOw,3,64132
PHYS,PLllVwaZQkS2op2kDuFifhStNsS49LAxkZ,UCEik-U3T6u6JA0XiHLbNbOw,3,306431
PHYS,PL0B4CED0AB112B993,UCEik-U3T6u6JA0XiHLbNbOw,8,251219
PHYS,PL4275A5DE33B0E496,UCEik-U3T6u6JA0XiHLbNbOw,7,788713
PHYS,PLllVwaZQkS2omBpLjQm_BAQKsQ7lq86ku,UCEik-U3T6u6JA0XiHLbNbOw,6,792538
PHYS,PL75EAAEA330F6B642,UCEik-U3T6u6JA0XiHLbNbOw,6,775139
PHYS,PL836EDE3CADB53844,UCvYgy9xNtl7jeJAdzppgK8g,7,631557
PHYS,PL7B6EF21182CBD51F,UCvYgy9xNtl7jeJAdzppgK8g,9,757998
PHYS,PLDE7A1871D65A34CE,UCvYgy9xNtl7jeJAdzppgK8g,8,791054
PHYS,PLC8F792A6680FCB63,UCvYgy9xNtl7jeJAdzppgK8g,7,992983
PHYS,PL772556F1EFC4D01C,UCHnyfMqiRRG1u-2MsSQLbXA,6,454581
PHYS,PL0E2ABD1D84697428,UCUHW94eEFW7hkUMVaZz4eDg,1,150336
PHYS,PLB3FCEEAC84884760,UCZYTClx2T1of7BRZ86-8fow,4,472566
PHYS,PL245B82FF8F8ECAC2,UCZYTClx2T1of7BRZ86-8fow,4,119138
PHYS,PL8D17C3F1E4DD2126,UCZYTClx2T1of7BRZ86-8fow,2,552856
PHYS,PLsNB4peY6C6KgGVbYmTp0N5zPIXYE3ebY,UCZYTClx2T1of7BRZ86-8fow,9,483088
PHYS,PL8dPuuaLjXtPAJr1ysd5yGIyiSFuh0mIL,UCX6b17PVsYBQ0ip5gyeme-Q,1,649750
PHYS,PL8dPuuaLjXtOPRKzVLY0jJY-uHOH9KVU6,UCX6b17PVsYBQ0ip5gyeme-Q,9,559118
PHYS,PL3EED4C1D684D3ADF,UCX6b17PVsYBQ0ip5gyeme-Q,9,327220
PHYS,PL8dPuuaLjXtPHzzYuWy6fYEaX9mQQ8oGr,UCX6b17PVsYBQ0ip5gyeme-Q,7,493084
PHYS,PLsmqeqKj7M-rZTTXNXuL07poGP5B6TKKu,UCH4BNI0-FOK2dMXoFtViWHw,5,916568
PHYS,PLsmqeqKj7M-oNkC2zP45Gv82GAH2NxIk0,UCH4BNI0-FOK2dMXoFtViWHw,7,274858
PHYS,PLsmqeqKj7M-o844Z3VzhHjWRgsDR5mp1H,UCH4BNI0-FOK2dMXoFtViWHw,8,416882
PHYS,PLsmqeqKj7M-pit0HHSLQSD6m77G07rm5Y,UCH4BNI0-FOK2dMXoFtViWHw,6,801541
PHYS,PLsmqeqKj7M-ozZSbXmmH2iav-RmfTqnbW,UCH4BNI0-FOK2dMXoFtViWHw,9,557573
PHYS,PLsmqeqKj7M-oZhqWSd-Zqym_tPhUAdPg_,UCH4BNI0-FOK2dMXoFtViWHw,2,328999
HUMA,PLJicmE8fK0Eib5y-bh4RVFvg492OIwpg8,UCsooa4yRKGN_zEE8iknghZA,7,751611
HUMA,PLJicmE8fK0Egm1AhWPoWY3qs2VgIfElOK,UCsooa4yRKGN_zEE8iknghZA,5,514762
HUMA,PLOGi5-fAu8bFJgn8sNqlTKanV5bcKef9M,UCAuUUnT6oDeKwE6v1NGQxug,1,850174
HUMA,PLOGi5-fAu8bENbtY1x85J6HhMjKXsMVZq,UCAuUUnT6oDeKwE6v1NGQxug,6,529727
HUMA,PL56409187B3F84026,UCvYgy9xNtl7jeJAdzppgK8g,1,306876
HUMA,PL987FEE57EAA1E1F5,UCvYgy9xNtl7jeJAdzppgK8g,8,917186
HUMA,PL8dPuuaLjXtNjasccl-WajpONGX3zoY4M,UCX6b17PVsYBQ0ip5gyeme-Q,8,406657
HUMA,PLBDA2E52FB1EF80C9,UCX6b17PVsYBQ0ip5gyeme-Q,9,537215
HUMA,PL8dPuuaLjXtMwmepBjTSG593eG7ObzO7s,UCX6b17PVsYBQ0ip5gyeme-Q,2,940124
HUMA,PL8dPuuaLjXtOeEc9ME62zTfqc0h6Pe8vb,UCX6b17PVsYBQ0ip5gyeme-Q,4,258759
SCLS,PLJicmE8fK0EjmM_h5SlfvmbW_ZxKjLzHR,UCsooa4yRKGN_zEE8iknghZA,5,893661
SCLS,PLJicmE8fK0EgrpTC7oeWwTYmrJxdPE3x7,UCsooa4yRKGN_zEE8iknghZA,7,18282
SCLS,PLOGi5-fAu8bGiEvsxHyAvT8oIwkV8aOVk,UCAuUUnT6oDeKwE6v1NGQxug,7,802054
SCLS,PLOGi5-fAu8bHr74InjXRfRTcNnnU6tfW_,UCAuUUnT6oDeKwE6v1NGQxug,1,723464
SCLS,PLOGi5-fAu8bF6_adsutW6XmV7zvKr069X,UCAuUUnT6oDeKwE6v1NGQxug,1,415802
SCLS,PLOGi5-fAu8bGu9waTEbYsVh0rZyMJqeiD,UCAuUUnT6oDeKwE6v1NGQxug,8,843756
SCLS,PLOGi5-fAu8bEVn7zze5fdeP9CIYh9gLEK,UCAuUUnT6oDeKwE6v1NGQxug,9,949530
SCLS,PL10g2YT_ln2iMSdZgmrOMkvZ6xtSh8LBa,UCdksaQxXH13BMeHo09MorBg,1,839971
SCLS,PL10g2YT_ln2hvgU5Oc4lh9p3mOI-13Gru,UCdksaQxXH13BMeHo09MorBg,5,682863
SCLS,PLAE75C73040A8D43D,UCdksaQxXH13BMeHo09MorBg,1,200784
SCLS,PL10g2YT_ln2hlLudk7cJ3lLh8s22D8SWa,UCdksaQxXH13BMeHo09MorBg,9,693647
SCLS,PLA9B83FEBCB21FC08,UCdksaQxXH13BMeHo09MorBg,7,200986
SCLS,PL10g2YT_ln2hrERiFZ827sf5jbJFXKyVv,UCdksaQxXH13BMeHo09MorBg,9,619581
SCLS,PLF676C5D39D2E6718,UCdksaQxXH13BMeHo09MorBg,3,34082
SCLS,PLhdwy3ASoEfmyW03rHxEFnNsHcbAMo9yh,UC3N_1qJJKfUQu8GzW5Lrh2g,3,670718
SCLS,PLFjPz_OzQyjMWWLE-MSO4yzaPQTQSFaWH,UCuXnKeesX_QALxTBfg17lSQ,1,75185
SCLS,PLFjPz_OzQyjPnzGxFSwfwetX_T8rert5I,UCuXnKeesX_QALxTBfg17lSQ,4,937337
SCLS,PL8dPuuaLjXtOfse2ncvffeelTrqvhrz8H,UCX6b17PVsYBQ0ip5gyeme-Q,2,637325
SCLS,PL8dPuuaLjXtOAKed_MxxWBNaPno5h3Zs8,UCX6b17PVsYBQ0ip5gyeme-Q,1,416830
SCLS,PL8dPuuaLjXtNdTKZkV_GiIYXpV9w4WxbX,UCX6b17PVsYBQ0ip5gyeme-Q,3,176137
SCLS,PL8dPuuaLjXtMwV2btpcij8S3YohW9gUGN,UCX6b17PVsYBQ0ip5gyeme-Q,6,171411
SCLS,PL8dPuuaLjXtPNZwz5_o_5uirJ8gQXnhEO,UCX6b17PVsYBQ0ip5gyeme-Q,5,693510
EGNE,PL006C004839E8F1C1,UCsooa4yRKGN_zEE8iknghZA,1,477327
EGNE,PLOGi5-fAu8bG4Z3fF1SYs4GAQqKZ8YtSq,UCAuUUnT6oDeKwE6v1NGQxug,2,512276
EGNE,PLOGi5-fAu8bEjWuJ9RFmIlOmRxgqY8u8C,UCAuUUnT6oDeKwE6v1NGQxug,2,909923
EGNE,PLA9B1634D849F93F0,UCuXnKeesX_QALxTBfg17lSQ,7,320789
SPRT,PLOGi5-fAu8bH4FYJb-Ki6UHJHq-5BIYjn,UCAuUUnT6oDeKwE6v1NGQxug,8,253591
BUSN,PLOGi5-fAu8bFvyS3XtmQb2B-Mg4N_Eq4U,UCAuUUnT6oDeKwE6v1NGQxug,3,323031
BUSN,PLOGi5-fAu8bG4ceHwP5jX8o1DP-pajg2g,UCAuUUnT6oDeKwE6v1NGQxug,2,227447
BUSN,PLFjPz_OzQyjNmgecnm1D3FqiedXSP7eef,UCuXnKeesX_QALxTBfg17lSQ,8,860016
MATH,PLOGi5-fAu8bEIw_xkj1FgKr7QY_Sahswy,UCAuUUnT6oDeKwE6v1NGQxug,3,336641
MATH,PLUu6BcKWduDzxEicFAvdLSJp2Om9ElBi8,UCvYgy9xNtl7jeJAdzppgK8g,6,577043
MATH,PL1A3FB02FD575A82D,UCvYgy9xNtl7jeJAdzppgK8g,2,167300
MATH,PL0AA812B44326DEDF,UCvYgy9xNtl7jeJAdzppgK8g,3,500281
MATH,PL4D832F5C8F16A508,UCvYgy9xNtl7jeJAdzppgK8g,9,445448
MATH,PLA93F2848A8657042,UCvYgy9xNtl7jeJAdzppgK8g,6,865260
MATH,PL1A26EC4FC61D2EDD,UCvYgy9xNtl7jeJAdzppgK8g,5,893896
MATH,PLF8F9A781B09FFF26,UCvYgy9xNtl7jeJAdzppgK8g,9,833340
DSGN,PLOGi5-fAu8bEQFq_0nUqXg5OTzPf4rTgM,UCAuUUnT6oDeKwE6v1NGQxug,4,689776
LFST,PLcpoB2VESJmetxUiPKj50S8_Y9ETTSJhj,UCpSgg_ECBj25s9moCDfSTsA,6,202908
LFST,PLcpoB2VESJmfo3PMUml4euEpwA5lt_n2L,UCpSgg_ECBj25s9moCDfSTsA,6,353218
LFST,PLcpoB2VESJme4zrVtov6cLRaNtqB4YMLS,UCpSgg_ECBj25s9moCDfSTsA,5,275180
LFST,PLcpoB2VESJmeruWlMaqLprM8h0QAVVgWe,UCpSgg_ECBj25s9moCDfSTsA,5,958571
LFST,PLcpoB2VESJmcycjbws1r4_Xwu9F4FeXim,UCpSgg_ECBj25s9moCDfSTsA,2,398912
LFST,PLcpoB2VESJmeu5vQ3jnokKPPCEQCfO7cE,UCpSgg_ECBj25s9moCDfSTsA,3,990509
LFST,PLcpoB2VESJmedl6QtGVY7UGXWtXMOaRgU,UCpSgg_ECBj25s9moCDfSTsA,8,68492
LFST,PLcpoB2VESJmfrtJcaOX8_zDoUb5AwZgQd,UCpSgg_ECBj25s9moCDfSTsA,8,94584
LFST,PLcpoB2VESJmekv4lb3uZkMc5k7fyMSIzU,UCpSgg_ECBj25s9moCDfSTsA,4,35145
MSIC,PLBA3A31719AB4277B,UCXm0v3a9g17bSATE-DMMxRg,6,532763
MSIC,PLzsm-CqAqNeWSWZ_4zKcsQIjJKBQxoyv6,UCXm0v3a9g17bSATE-DMMxRg,7,459946
MSIC,PLThYwnIoLwyUe_YPrFLXUj1lxBZLhB0hm,UCBiJBaDaM3K6vPVggLhTyWA,9,681610
MSIC,PLThYwnIoLwyW2tOI6Q7rmJjUHH3Ut-TlR,UCBiJBaDaM3K6vPVggLhTyWA,6,622543
MSIC,PLThYwnIoLwyWlkravppCDTgtcMgv-rate,UCBiJBaDaM3K6vPVggLhTyWA,5,672556
MSIC,PLThYwnIoLwyXZr0xQHMfEZcoYPXWtTVJO,UCBiJBaDaM3K6vPVggLhTyWA,1,689522
MSIC,PLThYwnIoLwyWr50V_UEUV6YVT67MHE96P,UCBiJBaDaM3K6vPVggLhTyWA,8,160322
MSIC,PLThYwnIoLwyVgSyqj3KkJMLTKYVmNFxcw,UCBiJBaDaM3K6vPVggLhTyWA,8,609567
MSIC,PLThYwnIoLwyWbkbxX4BNsUkdQvqHk1iR2,UCBiJBaDaM3K6vPVggLhTyWA,5,786231
MSIC,PLA580898E5E521ECB,UCBiJBaDaM3K6vPVggLhTyWA,7,540238
MSIC,PL7170ADE20481AECE,UCBiJBaDaM3K6vPVggLhTyWA,6,70436
EGNE,PLbMVogVj5nJTJC4syFEUhSc9SnTb6QpZE,UC640y4UvDAlya_WOj5U4pfA,1,709142
MATH,PLbMVogVj5nJSdK0QYFHb-dNHwMstca4OM,UC640y4UvDAlya_WOj5U4pfA,6,854383
MATH,PLbMVogVj5nJSm4256vuITlsovUT1xVkUL,UC640y4UvDAlya_WOj5U4pfA,7,622349
MATH,PLbMVogVj5nJRkNUH5v9qNEJvW7r2A7rEY,UC640y4UvDAlya_WOj5U4pfA,9,440457
EGNE,PLbMVogVj5nJRtMGDVdPQwrl43A8rZqNiq,UC640y4UvDAlya_WOj5U4pfA,7,765100
BUSN,PLbMVogVj5nJTo1na559Me_hdk_gvp9HT0,UC640y4UvDAlya_WOj5U4pfA,7,260923
INTE,PLbMVogVj5nJSi8FUsvglRxLtN1TN9y4nx,UC640y4UvDAlya_WOj5U4pfA,6,434121
EGNE,PLbMVogVj5nJR4P1mj4mTS8HEA7HX-LqVY,UC640y4UvDAlya_WOj5U4pfA,2,18200
LANG,PLbMVogVj5nJTG8-vXdmotD90Yer7Vk-Mi,UC640y4UvDAlya_WOj5U4pfA,2,409300
SCLS,PLbMVogVj5nJSCwX0N6MAXPsKGWFRI5Y5m,UC640y4UvDAlya_WOj5U4pfA,7,598834
INTE,PLbMVogVj5nJQKiuFOkNiRDF7nHTxtNtmI,UC640y4UvDAlya_WOj5U4pfA,1,49303
EGNE,PLbMVogVj5nJQtSDMxxWs8uf4PN-OW6fgP,UC640y4UvDAlya_WOj5U4pfA,8,348794
HUMA,PLbMVogVj5nJSX5371tiQd1zK5Q3ahqieg,UC640y4UvDAlya_WOj5U4pfA,7,923978
HUMA,PLbMVogVj5nJQsaj5p_MRYLGhUtmpaEDB0,UC640y4UvDAlya_WOj5U4pfA,5,503399
EGNE,PLbMVogVj5nJRRoRAkT1aFHiE4yD6Vsfom,UC640y4UvDAlya_WOj5U4pfA,4,251408
PHYS,PLbMVogVj5nJQJ9mEUoQj8EPyhH1QMYPh6,UC640y4UvDAlya_WOj5U4pfA,8,637818
EGNE,PLbMVogVj5nJTirggwW73R_PPtqi4VRzxm,UC640y4UvDAlya_WOj5U4pfA,1,682809
MATH,PLbMVogVj5nJSgrtwLEfYZIlrglCXYxgdo,UC640y4UvDAlya_WOj5U4pfA,8,99528
PHYS,PLbMVogVj5nJS4KY5UFWBLSu7kMzPbL35T,UC640y4UvDAlya_WOj5U4pfA,5,376890
PHYS,PLbMVogVj5nJQqyKLjvvgAC38ThsmjCJad,UC640y4UvDAlya_WOj5U4pfA,4,391257
PHYS,PLbMVogVj5nJRlMz5diOg9wBizaU6-egJc,UC640y4UvDAlya_WOj5U4pfA,3,578745
PHYS,PLbMVogVj5nJRIOXZ1CzC3_s7lFFMXZwIw,UC640y4UvDAlya_WOj5U4pfA,6,198525
MATH,PLbMVogVj5nJQHFqfiSdgaLCCWvDcm1W4l,UC640y4UvDAlya_WOj5U4pfA,4,120966
EGNE,PLbMVogVj5nJTRX4NjF3bUpAPqfX5lVNcy,UC640y4UvDAlya_WOj5U4pfA,8,320685
EGNE,PLbMVogVj5nJRm6ODNAemYPS7E62_hPiqH,UC640y4UvDAlya_WOj5U4pfA,9,300309
PHYS,PLbMVogVj5nJTXGlgqyzpUqozrU55oRX-H,UC640y4UvDAlya_WOj5U4pfA,7,25029
EGNE,PLbMVogVj5nJRY--U9E7dvmqgB9RhGuymk,UC640y4UvDAlya_WOj5U4pfA,3,201427
INTE,PLbMVogVj5nJTClnafWQ9FK2nt3cGG8kCF,UC640y4UvDAlya_WOj5U4pfA,8,671900
EGNE,PLbMVogVj5nJTNlrJylW9den5nuoWbpNX6,UC640y4UvDAlya_WOj5U4pfA,3,592713
MATH,PLbMVogVj5nJSxFihV-ec4A3z_FOGPRCo-,UC640y4UvDAlya_WOj5U4pfA,6,267339
SCLS,PLbMVogVj5nJRG9ucybzSZgGvkp2Ot0D6q,UC640y4UvDAlya_WOj5U4pfA,2,853278
PHYS,PLbMVogVj5nJQ3slQodXQ5cSEtcp4HbNFc,UC640y4UvDAlya_WOj5U4pfA,4,426574
PHYS,PLbMVogVj5nJQAcTv17ETSh5-GNDbAo6BM,UC640y4UvDAlya_WOj5U4pfA,2,391862
EGNE,PLbMVogVj5nJSrjJ2N8mwXfdS0eoaw6lZS,UC640y4UvDAlya_WOj5U4pfA,3,142874
EGNE,PLbMVogVj5nJRj2MJ0AVwMO0uoaIuSMOSr,UC640y4UvDAlya_WOj5U4pfA,9,333002
PHYS,PLbMVogVj5nJShG25-ezbHPY5qogsATbeD,UC640y4UvDAlya_WOj5U4pfA,1,665463
EGNE,PLbMVogVj5nJTNkhtkCEKQHhPOr2bpS3za,UC640y4UvDAlya_WOj5U4pfA,3,524352
EGNE,PLbMVogVj5nJTuolZYnmKt-mZ5MxbFCI-S,UC640y4UvDAlya_WOj5U4pfA,1,488015
EGNE,PLbMVogVj5nJTKcMfWNwQfPkT014KEJAzE,UC640y4UvDAlya_WOj5U4pfA,7,779762
EGNE,PLbMVogVj5nJSHP0t4uPZBv9I-e7CTgV0t,UC640y4UvDAlya_WOj5U4pfA,1,154896
EGNE,PLbMVogVj5nJRCfyN1QEiBsNFek8d00kWw,UC640y4UvDAlya_WOj5U4pfA,6,445280
EGNE,PLbMVogVj5nJSIKXXOIET_6TREFF40tMF5,UC640y4UvDAlya_WOj5U4pfA,5,303801
EGNE,PLbMVogVj5nJS_jlBSbduzYmy6YX_K4KyM,UC640y4UvDAlya_WOj5U4pfA,6,948329
INTE,PLBD4C7FD29B0C6D0C,UC640y4UvDAlya_WOj5U4pfA,3,807708
HUMA,PLE61D1F6F620DDE0F,UC640y4UvDAlya_WOj5U4pfA,9,338443
EGNE,PL5002EB7306694E7D,UC640y4UvDAlya_WOj5U4pfA,3,678530
EGNE,PL42204FB1209D0EC3,UC640y4UvDAlya_WOj5U4pfA,8,2650
INTE,PL10481A90D3C5C3E6,UC640y4UvDAlya_WOj5U4pfA,7,728287
HUMA,PL4DA27EFD739CAE15,UC640y4UvDAlya_WOj5U4pfA,2,371170
EGNE,PL8C55A67FFF994C2B,UC640y4UvDAlya_WOj5U4pfA,2,79774
EGNE,PL2EB5662A0D455A81,UC640y4UvDAlya_WOj5U4pfA,3,299803
EGNE,PL2135D8A0F7441AE1,UC640y4UvDAlya_WOj5U4pfA,5,10116
EGNE,PLF1779EDE134553BB,UC640y4UvDAlya_WOj5U4pfA,5,899451
EGNE,PL4B78E9972172086A,UC640y4UvDAlya_WOj5U4pfA,1,663691
MATH,PL521C2DFD15FF568C,UC640y4UvDAlya_WOj5U4pfA,1,659302
EGNE,PL1AFB213453E37EC3,UC640y4UvDAlya_WOj5U4pfA,2,990596
EGNE,PLC3F0FC4543ADAC48,UC640y4UvDAlya_WOj5U4pfA,2,457497
MATH,PL3DFCC23FCE3C7EFB,UC640y4UvDAlya_WOj5U4pfA,5,313263
EGNE,PL59861DBF8EC85491,UC640y4UvDAlya_WOj5U4pfA,2,744026
PHYS,PLCDA510B6D57FC6C3,UC640y4UvDAlya_WOj5U4pfA,6,406374
